pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
-1.881127940343181,-2.587089472656132,7.057955988375041,4.762976345230895,-2.3701551822717817,1.393522887150449,-2.5536989851805085,0.9045055852514837
-0.23270278013691584,-3.4837591288463883,-0.9372658817307562,-4.4485803259901,2.1008724944194723,0.6898942622794935,0.23480953684207573,-0.4686630074874008
-5.94521009409642,-3.3159655592544968,0.8331088395778862,-2.9057183207849517,1.4739491488102565,0.14935404906623448,-0.724596623638007,-0.3436171880582173
-5.2922827281365015,-0.6425320462999511,-0.2529432450481674,0.5559771656344076,-4.648155455934329,-1.299900970936964,1.1870956562799186,-0.10118107738750597
-5.82501706837049,-1.2543278572048953,4.749704864164119,1.2127405763153594,1.9638641208378445,2.167966180918077,4.677177780101835,3.7979062724124506
10.539051978134438,0.9611400160744984,4.246149379338,-8.823717557487534,0.2665561981785507,-0.08935230938622546,1.35754369230845,-0.759590377577574
16.80126268212514,-1.1450432357944977,2.198670122111813,-3.404264649233463,-2.163872007678124,2.1017848531690753,1.442820104413861,-0.4821597560122208
-2.647913571706177,16.56249419706565,-4.820485512798751,5.288274621634722,-2.1005645134823108,-8.553340642061395,-1.1611613731529267,-0.5401175367547347
7.422517385577973,-4.694734944980782,-9.384764657623581,3.2031746846200164,-0.7804416718326931,2.0613628422040384,1.5218177402280746,-0.46247516139995004
-5.978554190949016,-3.2584188070314943,0.8717100972962228,-2.9334522084067913,1.383279662444405,0.12727268484050763,-0.6939852662090267,-0.35722430171071323
-6.187069860654519,-3.7433826251261393,0.9330616934579474,-2.130534549857402,1.8356861408952887,0.3306717610530616,-1.1346444582819624,-0.20278740664860745
-5.889540826785724,-2.4435661002256164,0.2812941008084733,-2.8415384075508645,-2.627416056939859,-3.908765970783276,1.799432740960829,1.7424796886239038
1.6204611104022244,-4.650080941270116,-5.217706749552092,-0.6351290962803735,2.348614209004734,1.225762605261947,0.1986090116811265,-0.14777919316905797
-6.232032210346889,-1.9702398905587846,1.257992640248926,-2.0690790391686393,-1.4083013695075786,0.10553949395440343,-0.45470386626355996,-1.1239833631388094
-5.5545921280774,-2.4400550688664464,0.7379849317316401,-4.257476961029382,0.7464701938690999,-0.22909120343828993,0.0026971236341403813,-0.5965493265681747
-1.8566395159660178,-1.5669174253338998,-6.9338198192271605,5.796786083379957,8.155117815406204,-2.084319615398405,-3.8337152803193426,1.3053697043325283
