"h","c","b"
0.493439750135066,6.92443750979594,6.97620620668078
1.20284947949775,19.4040717901662,13.2557979782936
1.32737107738958,9.39397208926339,11.822652095087
1.04056414681475,16.5210569295674,10.5480683202712
1.5897702618996,16.7377512273558,13.0044696592153
1.76137598563431,19.8860231614672,13.6864221709816
0.272180743129012,14.7787656945248,5.6681018438226
1.30135647531953,3.10384537567958,11.3709300926421
1.75247069432396,1.36191904175883,13.1894746329814
0.685225338156633,9.28459246830943,8.24298793303135
0.334351280394957,18.0831634001448,7.31869751567809
1.78237761453789,15.0581712737465,12.8464839378766
0.978463335877081,18.9154960525652,8.91475482619941
1.93832466772829,9.77990699118863,14.0936327518609
0.622337632631574,19.0683352717628,9.95094482095626
1.88340018501294,5.71801730103862,12.4110550557156
1.5510228639412,3.23055174008298,13.1436249816145
1.23549623519318,15.298302512204,10.470292019622
1.50143357466431,12.403081624106,12.1281150988697
1.70813891187363,17.5723399207211,15.7451421682221
1.66572557960595,13.1169319427214,14.1922879965188
0.882182553682009,14.0974089773014,9.38497675371428
1.81350953970104,8.92880474881699,12.3378747378906
0.24329449198122,18.0451191814724,5.24357462214091
1.73065362266653,8.64689405948425,13.5902939261331
0.951659294305301,12.4913844661608,10.7827598298721
1.48746006650217,6.73259577932409,11.7138926262537
0.898959903163375,2.1995936239389,10.3145134800221
1.91613760768146,15.8213503845036,16.3384653746616
0.749757432676701,4.29656405969021,9.51992950371753
