pca_0,pca_1
-2.317476063986726,0.15926320968436322
-3.067387204843056,0.12593129521031624
-3.190934615052117,0.09876159148458062
-2.9471004297418135,0.002780163451888945
-3.0156282041427067,0.04998375481251394
-3.0511365375525057,0.212065724533254
-2.752668342057049,0.08227953416454108
-3.043619412226603,0.0655401399731762
-2.9252671549230884,0.7248577962193642
-3.0969470041313176,-0.017816200519922196
-3.002034689668834,0.08090865374198711
-3.041079771104651,0.14073225686403834
-3.421549927477851,0.057668793815040406
-3.153652317644225,0.287583963360202
-3.2301772349950753,-0.001160805847336883
-3.0109929956326127,0.08068056096370137
-2.5609434396375446,0.11844409721358198
-3.178159969694261,0.13490248979565703
-3.077709243903434,0.11907245870020368
-2.5892966975647194,0.05339752794405509
-2.3439657225506747,0.06945610110369965
-2.980940813837985,0.393073929884227
-2.62545822270277,0.05282506458297381
-3.0582748693005226,0.1403705388616769
-2.711322027516448,0.0887182456842158
-3.0628921330872623,0.07883216345801249
-2.9209125751134133,0.043446312588133695
-2.718827173049893,0.1077515009932369
-3.122719323705489,0.0896876930045779
-3.101079461466041,0.06244945942425317
