pca_0,pca_1,pca_2,pca_3,pca_4
1.0742410105743245,-1.1704916183930367,-1.4563502575858096,-1.7455163451549995,-0.372746616993806
2.072487420832859,-0.34789661196375804,-1.2117371170656628,-1.425163102793695,-1.0163177722751413
4.011929008888592,-1.534850914174076,-1.556514401886991,-1.7733446972775235,-0.5314148988547345
3.6115505917136024,-2.0249774584225606,-1.052861543180529,-2.8698125085221515,-0.42580524032741013
1.1062189263565994,-1.273688422804642,-1.2828604185234853,-1.5578992532484977,-0.48810748040695306
2.5570076688048053,-1.5928766336450013,-1.4432072982203434,-2.448891026714805,-0.256409127499975
3.8304208033871943,-1.3299588697719744,-1.4524102071153258,-1.7285129588902226,-0.7493374613895226
5.12911824551346,-1.8395796275966898,-1.255242543931976,-1.6657497419546596,-0.9543324615208093
3.1830792892247772,-1.7900365026973306,-1.5111636877930366,-2.0069975954903843,-0.5491194181777548
1.886086987787978,-1.6776477400434489,-1.6289029892538116,-1.5325870045961,-0.218839040108212
2.7237790548976344,-1.5466916643485766,-1.3142078209300758,-2.019635535867131,-0.4088062350500474
-0.08857176723430056,-0.5905233604043985,-0.9290411960998035,-1.4683815193010887,-0.8087773170844391
3.9791435415254046,-1.7746197440536002,-1.6645321665911423,-1.6917426386389471,-0.5074235630307096
1.8660913117906743,-0.7906486551374473,-1.1929164881152559,-1.78504739251824,-0.6751333732745329
3.8603140897131496,-1.6542747614904214,-1.5018230216864854,-1.5668342297922706,-0.7043947469541901
2.3785675128578485,-1.4995157568276958,-1.1524178407389802,-1.7774509759560138,-0.515193769024221
1.3005624148134678,-1.3524428449201387,-1.4990777779602378,-1.5181566718676005,-0.48088676118827883
-0.8570937747593329,-0.12383834943331036,-0.6476196728253271,-1.1189863135238889,-1.159271643324157
1.6679434751214752,-0.9482168270095359,-1.3677655789510264,-1.602937237511022,-0.5505045525177826
2.350866238742635,-1.7129370349869486,-1.3678143787170545,-1.6968385574936216,-0.4702537253321874
2.2293942627165273,-1.6229294760454633,-1.412990800326133,-1.9490925126263363,-0.31739141348931044
4.616523353124938,-1.4282036480719693,-1.178806909270568,-1.6246624819856958,-0.9659908516549943
1.1012841972679728,-0.9173829446350803,-1.4928957985186686,-1.433639679515231,-0.5076076484777446
2.2155427715607514,-1.1278005811957037,-1.324361922393725,-1.5637306646027285,-0.6359507553322712
2.2394504603917733,-1.5357551046094147,-1.401261328653207,-1.9567751160114566,-0.24209319372012633
1.7107590949554299,-1.5464847547578,-1.2928868938304539,-1.958966663660874,-0.1751492029808268
5.702246034952818,-0.572157983099014,-1.8464023651409285,-1.716721936353068,-1.013669693957345
-0.00034666291106327167,-0.5228748656379951,-0.5698012558355626,-1.4270460593857033,-1.1391861977705797
0.9549528911790542,-0.8689073195079691,-0.8986727551101672,-1.495276445906029,-0.9029612788150922
1.2730358690796624,-1.472673947692156,-1.363040267042733,-1.806569360069397,-0.4161104633661397
1.5648571028897735,-1.7376169172682265,-1.3062144052619857,-1.9076727405235052,-0.4531049328845425
1.6412756315534904,-1.3789789982933631,-1.3593219632934745,-1.7451952780772149,-0.38705707671043676
1.915944712486733,-1.6990269959696502,-0.9487187396219926,-2.1697680936460544,-0.5168116203588778
3.2386749252347142,-1.4621391976725422,-1.5838009190179152,-1.8807691947414371,-0.364914868267639
3.395795035985323,-1.6494586771738977,-0.8952060460438246,-3.033506602003198,-0.4400167511512434
2.1530512858248265,-1.1951348287021595,-1.2807361021836126,-1.6899793582722356,-0.5242414991179978
2.2661275240026,-1.7379855688620467,-1.7530791427613226,-1.80759346525861,-0.256922925149296
6.171256495739925,-1.089286233099718,-1.7072113332577608,-1.7443928304465417,-0.8914437211192994
2.2786612414914136,-1.3953777016844207,-1.4757328260900622,-1.8002560396599714,-0.45192294090017127
2.7284393362622392,-1.2135585112799525,-1.4971220871211794,-1.444680387686744,-0.7160444276121669
