"h","c","b"
1.10733712157708,11.2776914485279,10.3703578049841
1.1000155726407,12.3882286670523,10.4724767354737
1.22900235040772,18.0307288494904,11.1852786371401
1.03222539377193,19.063712073035,10.4043910694862
1.09942878842727,14.0578525030989,10.6297088279267
1.09113646253029,10.0458190202857,10.2680970771286
1.07353646443204,18.8187082399285,10.4348634276662
0.874592134815393,19.5719267579149,9.79252309891717
1.03786281990064,17.3368071332368,10.2191737993833
1.27424888128284,18.0681115172618,11.4189746693592
1.0992715716469,13.5507745347001,10.3323106801199
0.954089653839995,11.4865547059773,9.78343309055568
0.992631983389457,11.6202072509381,9.86265517842149
1.17743356264088,5.2392198391181,11.1603475586029
1.11099679476336,14.7436111131213,10.403081561233
1.05546159786561,14.1142681926114,10.3337257199114
1.24562675711599,19.825224054079,11.4634981691175
1.24361905285063,19.8760019476754,11.5013911151366
1.30707675484145,7.39965734660917,11.13969996837
1.1308101080203,15.4206172323534,10.5056589530731
1.0758809010951,15.5569250159915,10.2128105144046
1.06671561015458,12.3532110655293,10.52436075574
0.888713788289634,18.9004308445185,9.79329739071919
0.956833738722699,15.0529870109112,9.84953122502808
1.05782322252913,4.09280859337943,10.6996409977261
1.22580517674065,19.9149492584582,11.2474890830795
1.10507157505849,3.01599967099631,10.8750785368
1.08730964961255,8.95837910243937,10.3204107219775
0.910004631527855,9.01546702424465,9.62421427303978
1.30238222035972,19.3005563770722,11.6583720832147
