pca_0,pca_1,pca_2,pca_3,pca_4
2.189730493775867,-4.1153665001400555,-1.2043443290233729,-0.8044647518864269,-0.12358975324950579
6.166873646848477,-1.196013542889475,-1.002996599152681,-2.2110588430350315,-1.3146445799156383
5.522413669320039,-2.906870900566851,-1.4247752220162369,-2.2226744447299143,-0.3160797821686616
0.6182055070074339,-3.215039963251764,-1.256366775398381,-0.8514098676249282,0.5695556890618136
1.2765684999425586,0.8714934696440523,-0.9612590222789591,-1.4427339628246398,-1.2856235219654375
2.34339919169597,-4.385333411589872,-2.127503193877022,-0.6718112010677323,0.3144345407171954
4.286651721626239,-1.9260452285792689,-1.5003213543059621,-1.7371654240423489,-0.5982908636289659
2.282071820914836,-5.341456343719178,-2.1877149970317307,-0.2925740047931623,0.7381459963324045
-0.0909004187914074,-2.148659224491232,-1.409142364949689,-0.7495098158047808,2.0125085759065895
4.17556591150431,-1.9318968983378275,-1.372355760958239,-1.5838720770112384,-0.7343629218530099
-0.8257468979014376,-0.8312893065827056,-1.1767706990581797,-1.1676160936192608,-0.1826926834888715
3.789592976038865,-1.2440756329953635,-1.6963795595937567,-1.5446772410433796,-0.5318700185423044
1.9743583094225796,-2.513261552212844,-1.6756997669011582,-1.4888390433019332,-0.07142582391302361
1.841522077228282,-0.04074607312777226,-0.8963939688003106,-2.041315529393559,-0.7879779487316715
0.9906146425848833,-2.772413697212982,-1.3264951161054082,-1.5315533480450572,-0.3180974963573776
2.0523039465891166,-1.6127512205470256,-1.4281754314027324,-1.534708771418659,-0.4622247848358884
3.3053282205077066,-1.664051553364355,-1.3134400655461207,-1.5994019921944422,-0.6839148455140482
1.3701364734475148,-3.405439648915361,-1.2805869795284182,-1.3762474870971952,-0.1168280298903021
1.7731019809808182,-1.1251200629323703,-1.631655515435456,-1.5809258648907818,-0.42558891249379377
3.151765936783048,-1.9294602499126658,-1.2005843755468266,-2.593372489304008,-0.31681347062999976
2.947625583091707,-4.978231547770347,-2.0193410665972404,-0.4818347173926829,0.42020009486883997
6.146874533870056,-3.164315177258131,-1.6515478471997267,-1.9027596384586585,-0.4075710991238887
6.972479544213105,-1.4349459145085757,-1.035181833554826,-2.1890330934182507,-1.2182022640872168
7.556176053187189,-1.3947936900430682,-0.6652003381358111,-2.045020775773184,-1.821621757229284
1.0118830455633518,-3.047347983875375,-1.7416900140224059,-1.0954099514549593,-0.0738739584383734
1.3522254850595055,-3.3196704409476916,-1.5454543478689826,-2.0283370414686166,0.09497101097478135
0.9424516416366403,-1.8711365687365062,-1.5348452755517124,-1.5577324566514257,-0.2661544426986977
1.8958785337172899,-2.8434897831718433,-1.853725523468854,-1.7978254658129906,0.24221070531616412
2.5662446502465057,-1.2419615248564921,-1.6149918778405763,-1.6326179085206605,-0.5416795389014284
2.140162247900006,-2.5585362807899497,-1.452158782043406,-2.0270126652659783,-0.10946363501714639
0.7545658821662597,0.6582694061134831,-1.244873254943476,-1.2908914426940064,-1.059538497957702
-1.1029681808482525,-1.5919499037221376,-1.5262081606103548,-0.8533194980877921,0.27473150958136483
3.2654019136780237,-0.7532430290565623,-1.6348224054097178,-1.6295805105008778,-0.6243360900619148
1.0252869158637015,-2.390453304563482,-1.3143875506397937,-1.7951604654067648,-0.10214317758338855
-1.1826661203138888,0.606043166056247,-0.47369626955690447,-1.7038768728607578,-0.9817505423075149
3.9081993501023446,-2.3721601312342386,-0.9484932690820438,-1.4494616905678626,-1.0648588936639543
3.539866063383382,-2.2701520691482076,-1.4117612008712126,-2.268974896912768,-0.2762793854953601
1.5197693366866263,-2.6366240920926662,-1.389225614931628,-1.4790420541375646,-0.15333731134484424
1.535541673617816,-1.7829633264145353,-1.267115295841646,-2.1420864811791174,-0.24340971231781341
1.096867705930333,-4.807128974080937,-1.3826505240118812,-1.2319365745696995,0.271347891340899
