"h","c","b"
1.12691832471949,14.6223264229794,4.09378654284713
0.498486663913354,11.4594640068632,11.2269941115053
1.67111857236984,10.983653451254,11.9676749395517
1.51465860308769,3.70297262570821,10.931056789953
0.684795268454279,16.0022359098773,16.378996683727
0.421772023228308,12.1198928441464,4.43567000466865
0.559003308461979,5.7062851834887,5.10877827640312
1.28871397315525,7.24524619459019,17.6195632269373
1.539905354303,8.03739042963522,13.2614285445462
1.43874525174809,3.10032652690231,15.6104646508737
0.183746138898035,18.5692932244856,8.82844031297136
1.36780027669544,13.3795209263141,14.289220132182
0.284968386388694,16.9471521248498,3.02037319187075
0.629641185002402,6.49836453875372,12.9521985097323
1.19304041856279,15.0000341641872,2.33797023530739
0.794752171713238,12.5827691640006,15.0562562720695
1.23475576145574,7.79190093545088,2.09576583487603
0.117724199205016,1.66208106686051,10.0378236706912
1.91778143479799,9.30225469494859,9.36637311004257
0.855881979906311,1.2644977383626,5.80227169365001
0.0627166460112979,14.0444662802465,14.3534154028244
1.02818569668258,9.99156356486492,8.26554037143942
0.906982392600427,19.6840337603586,6.89366066802759
1.94801318819324,16.7223238287416,17.3974449712317
1.79061324736103,4.85830113394186,18.8673368492862
0.995179518156995,17.7645923855792,19.6966495704992
1.6388959001905,2.82459502444447,7.34230222871993
0.243922995775938,8.87596150728253,1.33365050920596
0.33768723141402,4.34188202653701,18.3441814754158
1.81630317092252,18.769518575212,6.06763810417615
