"h","c","b"
1.45284949451907,18.9527934783272,10.9680196414228
0.838485516515895,6.38684740760051,9.58257542890029
0.750616294704684,4.89490666485425,9.38098426239308
1.25800799893613,19.2814858670293,11.5147132435735
1.02543071679475,7.54846916050087,10.395283855288
0.807784264659451,2.45783272984532,9.66673654797988
1.26175745021451,17.1881152454464,11.0517255164085
0.961740636240877,9.07209342373127,10.0919677333782
0.61617507818412,1.40956383170115,9.1373009050884
1.11813801709951,5.79742183843334,11.186110050113
0.991691371446891,12.3585402173557,10.173430240765
0.858287289660214,17.6110272703754,9.55920703928541
0.594607395500472,4.90128755196219,8.81712038966457
0.690992843334585,2.22960133310643,9.31541887788993
0.934242555179059,4.94046439048205,10.6015948139533
1.00421030625135,3.6962967074775,10.5633716900974
1.35285751266011,18.1105689524409,11.0670314825843
0.683070572096006,11.5289693774409,8.68370839264213
0.854937133275523,15.8470109593588,9.61574207606894
1.47705240297105,17.9909620819855,11.6621374370028
1.6255212414755,19.4044196841583,11.7084832000745
0.916970779077507,1.48745480381797,10.6538530583887
1.43506246961748,14.8798869774315,11.5245536390468
0.808336621882813,7.56976129177247,9.3302673454645
1.2498430224142,4.81532166411723,10.9380421504529
0.959773919962061,16.7913779646427,10.194421339796
1.11745491589625,8.5167939224763,10.5931456443592
1.21181569939872,12.2858450115913,10.6823533918303
0.831132969000842,12.7094895486994,9.48795825674395
0.896697617296852,10.6645320556068,9.81713327946599
