"h","F","c","b"
1.62627696921377,12.6813146602163,7.60453025145373,13.7324231812625
0.711817566525274,9.14280194325361,13.9661994615032,7.31565752362004
1.71347443076866,13.6315691814571,18.0890629576713,11.6283347151334
1.61014619016049,9.60284007290476,7.3527679009443,17.3260213319421
0.828048027214181,11.0462527903573,17.9806562312831,12.7621269596032
1.98932136356977,9.70910506189722,11.6503078520221,14.639706164339
0.466260007840236,10.5747083251088,5.78107830568751,4.89847585531814
1.17876871623356,9.62755611592042,5.55163029850618,12.4856075937739
1.51099246649726,12.2322030918412,5.03350948677113,12.9294646679013
1.69272905620613,12.9798535628071,13.4739475096324,13.1880669731918
1.15063464078113,11.2074373996356,16.4304557360508,13.8259054782457
0.119394764406695,9.46454336090141,12.7591961430123,1.85195891147802
1.60286365932487,10.8040848936566,11.8205097625504,13.2428228535502
0.166699720247144,10.1929833710642,13.6865417114124,4.71406062082028
1.03037357706072,10.9098561127398,17.0096387926917,10.0054078467336
1.66079625253127,10.7689493363953,2.01297002457973,13.5396777660483
1.40829043126397,9.78729841833866,1.06229145476996,10.0288678916049
1.35424269211148,8.79969991243108,3.58288760553854,12.6681120607501
0.80005290535973,9.49565730908284,13.7677157355772,10.7107246105384
1.536305017833,10.1455866888947,4.86330727939231,14.8364748522707
1.94645614185354,14.5944604127844,19.2904076805256,14.454352395785
0.163514748831622,11.3395736385278,6.78942442733338,2.77064266845263
1.14808538709456,10.162230676713,9.8839592650016,12.7235729076388
1.48434407234937,10.8134579018391,13.6552727548156,11.4052358879774
0.362324918515903,10.6064926899691,8.02659665433515,7.37667207141493
0.724790598908795,8.40066043535671,2.5358266298108,10.0994498164825
1.89403947998972,12.0070589255336,17.0429551781406,13.5962114084145
1.82546826427549,11.0143082871713,12.3441663642785,11.615221205788
0.260086501887089,8.5041624880233,7.88602704758958,1.30480081783696
1.7721556618766,11.394043529076,9.51103199929623,10.8859710721129
1.57316951649945,11.6399007640403,6.51719810438471,10.5823072881809
1.91711647504502,13.1772841450896,10.8542858414166,10.1171001633999
0.596549910881863,7.45071522579477,2.80242991606118,6.44284324418451
1.41168839484675,9.12808074629222,6.53453307872415,10.9757157681996
1.31589492814303,13.260181007969,19.2002259379812,12.554413798163
0.877562606252289,11.4448215780685,18.9229825984334,8.33893025717798
1.15438206028156,11.1568158349194,13.7861422776964,10.2149193099784
1.01798285902196,8.75777249711244,4.18533199749771,11.0003672234811
0.175939382529197,10.8892617378878,10.2329423530725,4.96147922081714
0.71614546152809,11.4174637228727,16.4859569613107,9.93632648490438
