"h","F","c","b"
-1.98729513120274,8.12189609655308,14.9950126351093,-15.3526424226745
-1.08419601651085,10.8769085710655,9.6943867164687,-8.59345751139059
0.73214809212414,7.54868523683399,1.66064277090631,-6.95078840637543
1.27347578103525,11.8488103227336,2.35762330612468,12.1246774110892
0.589853570879375,12.7285155148168,11.0659751755281,-0.80409586630217
0.976078818086535,6.86840911167618,2.07154523032228,3.26419345160262
1.95270983288212,7.58990918503331,12.1852592758976,18.7447404190014
1.57152830072027,8.83105407119269,6.55494382072023,15.2186381304637
0.233628900184226,7.04491946491019,2.0538961659342,-14.3893503452
1.30731124531021,9.19099432922414,13.7830557832053,14.2696496040704
-1.9445393727853,4.62483133789402,5.36959074972945,-6.08949530326758
-0.155676896100415,15.4557498008668,11.9311545813947,1.49916910032628
-0.998191091047946,6.09448973358178,4.64357666442403,-9.48782053514726
-1.80990843751501,8.5962444838696,5.04793283966022,11.0761838890575
-0.713382541030837,5.71230618726727,3.82947046517141,-10.9901986594345
0.902065166741565,15.53421941457,1.95328558846414,18.8705707788504
1.70792510896818,14.7926648413733,18.1163902519986,5.30192776421166
1.14972359542974,7.14510603053238,8.25884481022188,10.3700411669439
0.0054853180600074,11.7138038758417,5.16572418612135,6.67679378738914
-1.11243122964251,9.02378852234365,7.9402703106465,-5.37093082533067
-0.461826199295713,14.6306645747628,19.0297027914187,-18.7196497985239
-1.36609749099895,6.15672136818909,2.63347545937035,11.5696800280392
1.49683930107352,7.31831916429382,6.01325343605343,13.0415362866021
1.11879429058632,6.71968643411832,5.45508183919173,19.386531134217
1.06092167235248,10.0665013869238,9.63894430423761,9.94862530330792
0.636669755028008,14.0112283038668,10.5910362536612,14.8897348243279
-0.111505290968233,9.47479093430763,2.69531573995068,-7.09267427195084
-0.94114158373407,10.73818894867,16.9935948620072,-7.43147440177385
1.47278195078459,12.5442051794196,19.0187379817654,10.4718238589623
-1.17615329246902,11.8066662413219,16.4517998796761,-19.0640204738671
1.98682054667089,15.3098346523226,18.8862706612687,13.3919986725229
-1.85438960799837,5.0092284270772,4.54968489363988,-15.2018007500973
0.0384535376726109,12.4789277161195,4.85137372719181,4.34314922806936
-1.47540575162261,16.2235589067566,9.19203640515465,-2.03629248195766
1.81768370076108,13.2849518955306,18.6021177495642,18.3583398343141
0.822524835740257,8.98982122380345,18.2838897099383,16.1431479087585
-0.832457589970261,15.5055988945707,1.90002532906622,5.72832266097013
1.67427395001466,14.0436212410745,15.322001483885,7.68468660613514
0.359492813286706,14.1837289362866,6.71926484167808,-1.8987932252024
0.982021542961742,11.5562361132596,16.5769630069214,8.70285680081342
